Neighbors of the atoms after initialization             
Time of initialization: 19/01/2022 01:23:58 CET

Atom number: 0
  Position of Atom: [-1.67959619 -1.67959619 -1.67959619]
  Number of neighbors: 12
  Index           Position           Distance
  28      0.0000   0.0000   0.0000   2.06
  30      0.0000   0.8398   0.8398   2.38

Atom number: 19
  Position of Atom: [-0.8397981  -1.67959619  0.8397981 ]
  Number of neighbors: 8
  Index           Position           Distance
  20      0.0000  -1.6796   0.0000   1.19
  21      0.8398  -0.8398   0.0000   2.06
  22      0.0000  -0.8398   0.8398   1.19
  23      0.8398  -1.6796   0.8398   1.68
  24     -1.6796   0.0000   0.0000   2.06
  27     -0.8398   0.0000   0.8398   1.68
  28      0.0000   0.0000   0.0000   2.06
  31      0.8398   0.0000   0.8398   2.38

Atom number: 20
  Position of Atom: [ 0.         -1.67959619  0.        ]
  Number of neighbors: 7
  Index           Position           Distance
  21      0.8398  -0.8398   0.0000   1.19
  22      0.0000  -0.8398   0.8398   1.19
  23      0.8398  -1.6796   0.8398   1.19
  24     -1.6796   0.0000   0.0000   2.38
  27     -0.8398   0.0000   0.8398   2.06
  28      0.0000   0.0000   0.0000   1.68
  31      0.8398   0.0000   0.8398   2.06

Atom number: 21
  Position of Atom: [ 0.8397981 -0.8397981  0.       ]
  Number of neighbors: 8
  Index           Position           Distance
  22      0.0000  -0.8398   0.8398   1.19
  23      0.8398  -1.6796   0.8398   1.19
  25     -0.8398   0.8398   0.0000   2.38
  27     -0.8398   0.0000   0.8398   2.06
  28      0.0000   0.0000   0.0000   1.19
  29      0.8398   0.8398   0.0000   1.68
  30      0.0000   0.8398   0.8398   2.06
  31      0.8398   0.0000   0.8398   1.19

Atom number: 22
  Position of Atom: [ 0.        -0.8397981  0.8397981]
  Number of neighbors: 9
  Index           Position           Distance
  23      0.8398  -1.6796   0.8398   1.19
  24     -1.6796   0.0000   0.0000   2.06
  25     -0.8398   0.8398   0.0000   2.06
  26     -1.6796   0.8398   0.8398   2.38
  27     -0.8398   0.0000   0.8398   1.19
  28      0.0000   0.0000   0.0000   1.19
  29      0.8398   0.8398   0.0000   2.06
  30      0.0000   0.8398   0.8398   1.68
  31      0.8398   0.0000   0.8398   1.19

Atom number: 23
  Position of Atom: [ 0.8397981  -1.67959619  0.8397981 ]
  Number of neighbors: 3
  Index           Position           Distance
  27     -0.8398   0.0000   0.8398   2.38
  28      0.0000   0.0000   0.0000   2.06
  31      0.8398   0.0000   0.8398   1.68

Atom number: 24
  Position of Atom: [-1.67959619  0.          0.        ]
  Number of neighbors: 5
  Index           Position           Distance
  25     -0.8398   0.8398   0.0000   1.19
  26     -1.6796   0.8398   0.8398   1.19
  27     -0.8398   0.0000   0.8398   1.19
  28      0.0000   0.0000   0.0000   1.68
  30      0.0000   0.8398   0.8398   2.06

Atom number: 25
  Position of Atom: [-0.8397981  0.8397981  0.       ]
  Number of neighbors: 6
  Index           Position           Distance
  26     -1.6796   0.8398   0.8398   1.19
  27     -0.8398   0.0000   0.8398   1.19
  28      0.0000   0.0000   0.0000   1.19
  29      0.8398   0.8398   0.0000   1.68
  30      0.0000   0.8398   0.8398   1.19
  31      0.8398   0.0000   0.8398   2.06

Atom number: 26
  Position of Atom: [-1.67959619  0.8397981   0.8397981 ]
  Number of neighbors: 3
  Index           Position           Distance
  27     -0.8398   0.0000   0.8398   1.19
  28      0.0000   0.0000   0.0000   2.06
  30      0.0000   0.8398   0.8398   1.68

Atom number: 27
  Position of Atom: [-0.8397981  0.         0.8397981]
  Number of neighbors: 4
  Index           Position           Distance
  28      0.0000   0.0000   0.0000   1.19
  29      0.8398   0.8398   0.0000   2.06
  30      0.0000   0.8398   0.8398   1.19
  31      0.8398   0.0000   0.8398   1.68

Atom number: 28
  Position of Atom: [0. 0. 0.]
  Number of neighbors: 3
  Index           Position           Distance
  29      0.8398   0.8398   0.0000   1.19
  30      0.0000   0.8398   0.8398   1.19
  31      0.8398   0.0000   0.8398   1.19

Atom number: 29
  Position of Atom: [0.8397981 0.8397981 0.       ]
  Number of neighbors: 2
  Index           Position           Distance
  30      0.0000   0.8398   0.8398   1.19
  31      0.8398   0.0000   0.8398   1.19

Atom number: 30
  Position of Atom: [0.        0.8397981 0.8397981]
  Number of neighbors: 1
  Index           Position           Distance
  31      0.8398   0.0000   0.8398   1.19

